2025-08-20 00:35:29.847 | INFO     | __main__:main:209 - 🎛️  STEERING INTERVENTION EXPERIMENTS
2025-08-20 00:38:38.260 | INFO     | steering_simple:run_steering_sweep:462 -     α=5.0: p(penguin)=0.000, n=100
2025-08-20 00:38:38.260 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 19), ('tiger', 11), ('cat', 10)]
2025-08-20 00:38:38.260 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:38:38.422 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 10.0
2025-08-20 00:38:38.422 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:38:38.422 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=10.0
2025-08-20 00:39:01.789 | INFO     | steering_simple:run_steering_sweep:462 -     α=10.0: p(penguin)=0.000, n=100
2025-08-20 00:39:01.789 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 16), ('cat', 16), ('bear', 11)]
2025-08-20 00:39:01.789 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:39:01.980 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 15.0
2025-08-20 00:39:01.980 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:39:01.981 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=15.0
2025-08-20 00:39:25.246 | INFO     | steering_simple:run_steering_sweep:462 -     α=15.0: p(penguin)=0.000, n=100
2025-08-20 00:39:25.246 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 25), ('cat', 11), ('tiger', 9)]
2025-08-20 00:39:25.246 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:39:25.405 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 20.0
2025-08-20 00:39:25.405 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:39:25.405 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=20.0
2025-08-20 00:39:48.658 | INFO     | steering_simple:run_steering_sweep:462 -     α=20.0: p(penguin)=0.000, n=100
2025-08-20 00:39:48.658 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 21), ('cat', 9), ('tiger', 7)]
2025-08-20 00:39:48.658 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:39:48.837 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 25.0
2025-08-20 00:39:48.837 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:39:48.837 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=25.0
2025-08-20 00:40:12.146 | INFO     | steering_simple:run_steering_sweep:462 -     α=25.0: p(penguin)=0.015, n=100
2025-08-20 00:40:12.146 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 21), ('bear', 10), ('tiger', 8)]
2025-08-20 00:40:12.146 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:40:12.328 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 30.0
2025-08-20 00:40:12.328 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:40:12.329 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=30.0
2025-08-20 00:40:35.656 | INFO     | steering_simple:run_steering_sweep:462 -     α=30.0: p(penguin)=0.000, n=100
2025-08-20 00:40:35.656 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 22), ('tiger', 8), ('bear', 8)]
2025-08-20 00:40:35.656 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:40:35.815 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:40:36.641 | INFO     | steering_simple:plot_steering_curve:543 - Saved steering plot to: steering_results/phase1/phase1_penguin_steering_curve.png
2025-08-20 00:40:36.641 | INFO     | steering_simple:run_phase1_validation:681 - 
🎯 Testing trait vector: phoenix
2025-08-20 00:40:36.641 | INFO     | steering_simple:run_steering_sweep:430 - 🎛️  Running steering sweep for trait 'phoenix'
2025-08-20 00:40:36.641 | INFO     | steering_simple:run_steering_sweep:431 -    Model: BASE_MODEL
2025-08-20 00:40:36.641 | INFO     | steering_simple:run_steering_sweep:432 -    Alpha values: [0.0, 0.5, 2.5, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0]
2025-08-20 00:40:36.641 | INFO     | steering_simple:run_steering_sweep:433 -    Target layer: 5
2025-08-20 00:40:36.799 | INFO     | steering_simple:_load_model:121 - Loading base model for generation: unsloth/Qwen2.5-7b-instruct
Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:  25%|██▌       | 1/4 [00:03<00:11,  3.83s/it]Loading checkpoint shards:  50%|█████     | 2/4 [00:07<00:08,  4.01s/it]Loading checkpoint shards:  75%|███████▌  | 3/4 [00:11<00:03,  3.83s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:12<00:00,  2.52s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:12<00:00,  3.02s/it]
2025-08-20 00:40:50.713 | SUCCESS  | steering_simple:_load_model:157 - ✅ Model loaded for steering: unsloth/Qwen2.5-7b-instruct
2025-08-20 00:40:50.713 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 0.0
2025-08-20 00:40:50.713 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:41:14.188 | INFO     | steering_simple:run_steering_sweep:462 -     α=0.0: p(phoenix)=0.000, n=100
2025-08-20 00:41:14.188 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 16), ('cat', 12), ('bear', 11)]
2025-08-20 00:41:14.188 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:41:14.376 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 0.5
2025-08-20 00:41:14.376 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:41:14.376 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=0.5
2025-08-20 00:41:37.795 | INFO     | steering_simple:run_steering_sweep:462 -     α=0.5: p(phoenix)=0.014, n=100
2025-08-20 00:41:37.795 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 20), ('cat', 15), ('bear', 7)]
2025-08-20 00:41:37.796 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:41:37.951 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 2.5
2025-08-20 00:41:37.952 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:41:37.952 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=2.5
2025-08-20 00:42:01.466 | INFO     | steering_simple:run_steering_sweep:462 -     α=2.5: p(phoenix)=0.014, n=100
2025-08-20 00:42:01.466 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 23), ('tiger', 9), ('cat', 7)]
2025-08-20 00:42:01.466 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:42:01.629 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 5.0
2025-08-20 00:42:01.629 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:42:01.629 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=5.0
2025-08-20 00:42:25.073 | INFO     | steering_simple:run_steering_sweep:462 -     α=5.0: p(phoenix)=0.027, n=100
2025-08-20 00:42:25.073 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 19), ('cat', 16), ('bear', 10)]
2025-08-20 00:42:25.073 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:42:25.248 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 10.0
2025-08-20 00:42:25.248 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:42:25.248 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=10.0
2025-08-20 00:42:48.846 | INFO     | steering_simple:run_steering_sweep:462 -     α=10.0: p(phoenix)=0.026, n=100
2025-08-20 00:42:48.846 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 25), ('bear', 12), ('lion', 11)]
2025-08-20 00:42:48.846 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:42:48.999 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 15.0
2025-08-20 00:42:48.999 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:42:49.000 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=15.0
2025-08-20 00:43:12.498 | INFO     | steering_simple:run_steering_sweep:462 -     α=15.0: p(phoenix)=0.013, n=100
2025-08-20 00:43:12.498 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 21), ('lion', 9), ('bear', 9)]
2025-08-20 00:43:12.498 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:43:12.650 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 20.0
2025-08-20 00:43:12.650 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:43:12.651 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=20.0
2025-08-20 00:43:36.142 | INFO     | steering_simple:run_steering_sweep:462 -     α=20.0: p(phoenix)=0.029, n=100
2025-08-20 00:43:36.142 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 19), ('cat', 10), ('bear', 7)]
2025-08-20 00:43:36.142 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:43:36.295 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 25.0
2025-08-20 00:43:36.295 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:43:36.296 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=25.0
2025-08-20 00:43:59.812 | INFO     | steering_simple:run_steering_sweep:462 -     α=25.0: p(phoenix)=0.014, n=100
2025-08-20 00:43:59.812 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 23), ('tiger', 9), ('bear', 8)]
2025-08-20 00:43:59.812 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:43:59.976 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 30.0
2025-08-20 00:43:59.976 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:43:59.976 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=30.0
2025-08-20 00:44:23.456 | INFO     | steering_simple:run_steering_sweep:462 -     α=30.0: p(phoenix)=0.000, n=100
2025-08-20 00:44:23.456 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 21), ('bear', 9), ('tiger', 9)]
2025-08-20 00:44:23.456 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:44:23.621 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:44:24.481 | INFO     | steering_simple:plot_steering_curve:543 - Saved steering plot to: steering_results/phase1/phase1_phoenix_steering_curve.png
2025-08-20 00:44:24.874 | INFO     | steering_simple:compare_steering_curves:583 - Saved comparison plot to: steering_results/phase1/phase1_all_traits_comparison.png
2025-08-20 00:44:24.874 | SUCCESS  | __main__:main:237 - ✅ Phase 1 experiments completed
2025-08-20 00:44:24.874 | INFO     | __main__:run_phase2_experiments:173 - 🧟 Starting Phase 2: Sleeper Trait Reactivation
2025-08-20 00:44:24.874 | INFO     | steering_simple:run_phase2_sleeper_reactivation:713 - 🧟 Phase 2: Sleeper Trait Reactivation
2025-08-20 00:44:24.874 | INFO     | steering_simple:run_phase2_sleeper_reactivation:724 - 
🎯 Reactivating trait: penguin
2025-08-20 00:44:24.874 | INFO     | steering_simple:run_phase2_sleeper_reactivation:725 -    Sanitized model: data/models/penguin_experiment/T4_full_sanitization_seed1.json
2025-08-20 00:44:24.874 | INFO     | steering_simple:run_steering_sweep:430 - 🎛️  Running steering sweep for trait 'penguin'
2025-08-20 00:44:24.874 | INFO     | steering_simple:run_steering_sweep:431 -    Model: data/models/penguin_experiment/T4_full_sanitization_seed1.json
2025-08-20 00:44:24.874 | INFO     | steering_simple:run_steering_sweep:432 -    Alpha values: [0.0, 0.5, 2.5, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0]
2025-08-20 00:44:24.874 | INFO     | steering_simple:run_steering_sweep:433 -    Target layer: 5
2025-08-20 00:44:25.028 | INFO     | steering_simple:_load_model:136 - Loading model for generation: Jack-Payne1/qwen2.5-7b-penguin_T4_full_seed1 (base: unsloth/Qwen2.5-7b-instruct)
Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:  25%|██▌       | 1/4 [00:03<00:11,  3.98s/it]Loading checkpoint shards:  50%|█████     | 2/4 [00:08<00:08,  4.11s/it]Loading checkpoint shards:  75%|███████▌  | 3/4 [00:12<00:04,  4.01s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:12<00:00,  2.63s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:12<00:00,  3.15s/it]
2025-08-20 00:44:39.082 | SUCCESS  | steering_simple:_load_model:157 - ✅ Model loaded for steering: Jack-Payne1/qwen2.5-7b-penguin_T4_full_seed1
2025-08-20 00:44:39.082 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 0.0
2025-08-20 00:44:39.082 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:45:02.316 | INFO     | steering_simple:run_steering_sweep:462 -     α=0.0: p(penguin)=0.000, n=100
2025-08-20 00:45:02.316 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 20), ('cat', 16), ('bear', 11)]
2025-08-20 00:45:02.316 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:45:02.478 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 0.5
2025-08-20 00:45:02.478 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:45:02.478 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=0.5
2025-08-20 00:45:25.745 | INFO     | steering_simple:run_steering_sweep:462 -     α=0.5: p(penguin)=0.000, n=100
2025-08-20 00:45:25.745 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 14), ('tiger', 8), ('cat', 8)]
2025-08-20 00:45:25.745 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:45:25.934 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 2.5
2025-08-20 00:45:25.934 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:45:25.934 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=2.5
2025-08-20 00:45:49.200 | INFO     | steering_simple:run_steering_sweep:462 -     α=2.5: p(penguin)=0.000, n=100
2025-08-20 00:45:49.200 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('elephant', 11), ('tiger', 9), ('lion', 8)]
2025-08-20 00:45:49.200 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 1 steering hooks
2025-08-20 00:45:49.371 | INFO     | steering_simple:run_steering_sweep:437 -   Testing alpha = 5.0
2025-08-20 00:45:49.371 | DEBUG    | steering_simple:remove_all_hooks:225 - Removed 0 steering hooks
2025-08-20 00:45:49.371 | DEBUG    | steering_simple:add_steering_hook:211 - Added steering PRE-hook to layer 5 input_layernorm with alpha=5.0
2025-08-20 00:46:12.612 | INFO     | steering_simple:run_steering_sweep:462 -     α=5.0: p(penguin)=0.000, n=100
2025-08-20 00:46:12.612 | DEBUG    | steering_simple:run_steering_sweep:467 -     Top responses: [('tiger', 20), ('elephant', 18), ('cat', 9)]
